# energy dos
-6.784810000000000230e+01 0.000000000000000000e+00
-6.775900000000000034e+01 0.000000000000000000e+00
-6.766989999999999839e+01 0.000000000000000000e+00
-6.758080000000001064e+01 0.000000000000000000e+00
-6.749170000000000869e+01 0.000000000000000000e+00
-6.740260000000000673e+01 0.000000000000000000e+00
-6.731350000000000477e+01 0.000000000000000000e+00
-6.722440000000000282e+01 0.000000000000000000e+00
-6.713540000000000418e+01 0.000000000000000000e+00
-6.704630000000000223e+01 0.000000000000000000e+00
-6.695720000000000027e+01 0.000000000000000000e+00
-6.686809999999999832e+01 0.000000000000000000e+00
-6.677899999999999636e+01 0.000000000000000000e+00
-6.668989999999999441e+01 0.000000000000000000e+00
-6.660080000000000666e+01 0.000000000000000000e+00
-6.651170000000000471e+01 0.000000000000000000e+00
-6.642260000000000275e+01 0.000000000000000000e+00
-6.633350000000000080e+01 0.000000000000000000e+00
-6.624439999999999884e+01 0.000000000000000000e+00
-6.615529999999999688e+01 0.000000000000000000e+00
-6.606619999999999493e+01 0.000000000000000000e+00
-6.597710000000000719e+01 0.000000000000000000e+00
-6.588800000000000523e+01 0.000000000000000000e+00
-6.579890000000000327e+01 0.000000000000000000e+00
-6.570980000000000132e+01 0.000000000000000000e+00
-6.562069999999999936e+01 0.000000000000000000e+00
-6.553159999999999741e+01 0.000000000000000000e+00
-6.544249999999999545e+01 0.000000000000000000e+00
-6.535340000000000771e+01 0.000000000000000000e+00
-6.526430000000000575e+01 0.000000000000000000e+00
-6.517520000000000380e+01 0.000000000000000000e+00
-6.508610000000000184e+01 0.000000000000000000e+00
-6.499699999999999989e+01 0.000000000000000000e+00
-6.490789999999999793e+01 0.000000000000000000e+00
-6.481879999999999598e+01 0.000000000000000000e+00
-6.472969999999999402e+01 0.000000000000000000e+00
-6.464069999999999538e+01 0.000000000000000000e+00
-6.455160000000000764e+01 0.000000000000000000e+00
-6.446250000000000568e+01 0.000000000000000000e+00
-6.437340000000000373e+01 0.000000000000000000e+00
-6.428430000000000177e+01 0.000000000000000000e+00
-6.419519999999999982e+01 0.000000000000000000e+00
-6.410609999999999786e+01 0.000000000000000000e+00
-6.401699999999999591e+01 0.000000000000000000e+00
-6.392789999999999395e+01 0.000000000000000000e+00
-6.383879999999999910e+01 0.000000000000000000e+00
-6.374969999999999715e+01 0.000000000000000000e+00
-6.366059999999999519e+01 0.000000000000000000e+00
-6.357150000000000034e+01 0.000000000000000000e+00
-6.348239999999999839e+01 0.000000000000000000e+00
-6.339329999999999643e+01 0.000000000000000000e+00
-6.330419999999999447e+01 0.000000000000000000e+00
-6.321509999999999962e+01 0.000000000000000000e+00
-6.312599999999999767e+01 0.000000000000000000e+00
-6.303689999999999571e+01 0.000000000000000000e+00
-6.294779999999999376e+01 0.000000000000000000e+00
-6.285869999999999891e+01 0.000000000000000000e+00
-6.276959999999999695e+01 0.000000000000000000e+00
-6.268049999999999500e+01 0.000000000000000000e+00
-6.259140000000000015e+01 0.000000000000000000e+00
-6.250229999999999819e+01 0.000000000000000000e+00
-6.241319999999999624e+01 0.000000000000000000e+00
-6.232409999999999428e+01 0.000000000000000000e+00
-6.223499999999999943e+01 0.000000000000000000e+00
-6.214600000000000080e+01 0.000000000000000000e+00
-6.205689999999999884e+01 0.000000000000000000e+00
-6.196779999999999688e+01 0.000000000000000000e+00
-6.187869999999999493e+01 0.000000000000000000e+00
-6.178960000000000008e+01 0.000000000000000000e+00
-6.170049999999999812e+01 0.000000000000000000e+00
-6.161139999999999617e+01 0.000000000000000000e+00
-6.152229999999999421e+01 0.000000000000000000e+00
-6.143319999999999936e+01 0.000000000000000000e+00
-6.134409999999999741e+01 0.000000000000000000e+00
-6.125499999999999545e+01 0.000000000000000000e+00
-6.116590000000000060e+01 0.000000000000000000e+00
-6.107679999999999865e+01 0.000000000000000000e+00
-6.098769999999999669e+01 0.000000000000000000e+00
-6.089859999999999474e+01 0.000000000000000000e+00
