  0.00000000E+00  0.35198617E-43 -0.18943791E-15
  0.50000000E-02  0.35198691E-43 -0.14963802E+01
  0.10000000E-01  0.35198915E-43 -0.29927858E+01
  0.15000000E-01  0.35199289E-43 -0.44892421E+01
  0.20000000E-01  0.35199811E-43 -0.59857745E+01
  0.25000000E-01  0.35200483E-43 -0.74824083E+01
  0.30000000E-01  0.35201304E-43 -0.89791690E+01
  0.35000000E-01  0.35202274E-43 -0.10476082E+02
  0.40000000E-01  0.35203394E-43 -0.11973172E+02
  0.45000000E-01  0.35204662E-43 -0.13470466E+02
  0.50000000E-01  0.35206081E-43 -0.14967988E+02
  0.55000000E-01  0.35207648E-43 -0.16465765E+02
  0.60000000E-01  0.35209365E-43 -0.17963821E+02
  0.65000000E-01  0.35211231E-43 -0.19462182E+02
  0.70000000E-01  0.35213246E-43 -0.20960875E+02
  0.75000000E-01  0.35215411E-43 -0.22459924E+02
  0.80000000E-01  0.35217725E-43 -0.23959355E+02
  0.85000000E-01  0.35220188E-43 -0.25459195E+02
  0.90000000E-01  0.35222801E-43 -0.26959468E+02
  0.95000000E-01  0.35225563E-43 -0.28460202E+02
  0.10000000E+00  0.35228474E-43 -0.29961422E+02
  0.10500000E+00  0.35231534E-43 -0.31463153E+02
  0.11000000E+00  0.35234744E-43 -0.32965423E+02
  0.11500000E+00  0.35238104E-43 -0.34468258E+02
  0.12000000E+00  0.35241613E-43 -0.35971683E+02
  0.12500000E+00  0.35245271E-43 -0.37475725E+02
  0.13000000E+00  0.35249078E-43 -0.38980411E+02
  0.13500000E+00  0.35253035E-43 -0.40485768E+02
  0.14000000E+00  0.35257141E-43 -0.41991821E+02
  0.14500000E+00  0.35261397E-43 -0.43498599E+02
  0.15000000E+00  0.35265802E-43 -0.45006127E+02
  0.15500000E+00  0.35270357E-43 -0.46514433E+02
  0.16000000E+00  0.35275061E-43 -0.48023544E+02
  0.16500000E+00  0.35279914E-43 -0.49533487E+02
  0.17000000E+00  0.35284917E-43 -0.51044290E+02
  0.17500000E+00  0.35290069E-43 -0.52555981E+02
  0.18000000E+00  0.35295371E-43 -0.54068586E+02
  0.18500000E+00  0.35300823E-43 -0.55582134E+02
  0.19000000E+00  0.35306424E-43 -0.57096653E+02
  0.19500000E+00  0.35312174E-43 -0.58612171E+02
  0.20000000E+00  0.35318074E-43 -0.60128717E+02
  0.20500000E+00  0.35324124E-43 -0.61646318E+02
  0.21000000E+00  0.35330323E-43 -0.63165004E+02
  0.21500000E+00  0.35336672E-43 -0.64684803E+02
  0.22000000E+00  0.35343170E-43 -0.66205745E+02
  0.22500000E+00  0.35349818E-43 -0.67727858E+02
  0.23000000E+00  0.35356616E-43 -0.69251172E+02
  0.23500000E+00  0.35363563E-43 -0.70775716E+02
  0.24000000E+00  0.35370660E-43 -0.72301522E+02
  0.24500000E+00  0.35377907E-43 -0.73828617E+02
  0.25000000E+00  0.35385303E-43 -0.75357034E+02
  0.25500000E+00  0.35392849E-43 -0.76886801E+02
  0.26000000E+00  0.35400545E-43 -0.78417951E+02
  0.26500000E+00  0.35408391E-43 -0.79950513E+02
  0.27000000E+00  0.35416386E-43 -0.81484519E+02
  0.27500000E+00  0.35424532E-43 -0.83020001E+02
  0.28000000E+00  0.35432827E-43 -0.84556990E+02
  0.28500000E+00  0.35441272E-43 -0.86095519E+02
  0.29000000E+00  0.35449866E-43 -0.87635619E+02
  0.29500000E+00  0.35458611E-43 -0.89177323E+02
  0.30000000E+00  0.35467506E-43 -0.90720664E+02
  0.30500000E+00  0.35476550E-43 -0.92265675E+02
  0.31000000E+00  0.35485744E-43 -0.93812390E+02
  0.31500000E+00  0.35495089E-43 -0.95360842E+02
  0.32000000E+00  0.35504583E-43 -0.96911065E+02
  0.32500000E+00  0.35514228E-43 -0.98463095E+02
  0.33000000E+00  0.35524022E-43 -0.10001696E+03
  0.33500000E+00  0.35533967E-43 -0.10157271E+03
  0.34000000E+00  0.35544061E-43 -0.10313037E+03
  0.34500000E+00  0.35554306E-43 -0.10468997E+03
  0.35000000E+00  0.35564701E-43 -0.10625156E+03
  0.35500000E+00  0.35575246E-43 -0.10781517E+03
  0.36000000E+00  0.35585941E-43 -0.10938083E+03
  0.36500000E+00  0.35596787E-43 -0.11094859E+03
  0.37000000E+00  0.35607783E-43 -0.11251849E+03
  0.37500000E+00  0.35618929E-43 -0.11409055E+03
  0.38000000E+00  0.35630225E-43 -0.11566483E+03
  0.38500000E+00  0.35641672E-43 -0.11724135E+03
  0.39000000E+00  0.35653269E-43 -0.11882016E+03
  0.39500000E+00  0.35665016E-43 -0.12040130E+03
  0.40000000E+00  0.35676914E-43 -0.12198482E+03
  0.40500000E+00  0.35688962E-43 -0.12357074E+03
  0.41000000E+00  0.35701161E-43 -0.12515912E+03
  0.41500000E+00  0.35713510E-43 -0.12674999E+03
  0.42000000E+00  0.35726010E-43 -0.12834340E+03
  0.42500000E+00  0.35738660E-43 -0.12993939E+03
  0.43000000E+00  0.35751461E-43 -0.13153802E+03
  0.43500000E+00  0.35764412E-43 -0.13313931E+03
  0.44000000E+00  0.35777514E-43 -0.13474332E+03
  0.44500000E+00  0.35790767E-43 -0.13635009E+03
  0.45000000E+00  0.35804171E-43 -0.13795967E+03
  0.45500000E+00  0.35817725E-43 -0.13957211E+03
  0.46000000E+00  0.35831430E-43 -0.14118746E+03
  0.46500000E+00  0.35845286E-43 -0.14280575E+03
  0.47000000E+00  0.35859293E-43 -0.14442706E+03
  0.47500000E+00  0.35873451E-43 -0.14605142E+03
  0.48000000E+00  0.35887759E-43 -0.14767888E+03
  0.48500000E+00  0.35902219E-43 -0.14930951E+03
  0.49000000E+00  0.35916829E-43 -0.15094334E+03
  0.49500000E+00  0.35931591E-43 -0.15258044E+03
  0.50000000E+00  0.35946504E-43 -0.15422086E+03
  0.50500000E+00  0.35961567E-43 -0.15586466E+03
  0.51000000E+00  0.35976782E-43 -0.15751189E+03
  0.51500000E+00  0.35992148E-43 -0.15916261E+03
  0.52000000E+00  0.36007665E-43 -0.16081689E+03
  0.52500000E+00  0.36023334E-43 -0.16247477E+03
  0.53000000E+00  0.36039154E-43 -0.16413632E+03
  0.53500000E+00  0.36055125E-43 -0.16580161E+03
  0.54000000E+00  0.36071247E-43 -0.16747069E+03
  0.54500000E+00  0.36087523E-43 -0.16914363E+03
  0.55000000E+00  0.36103964E-43 -0.17082050E+03
  0.55500000E+00  0.36120680E-43 -0.17250137E+03
  0.56000000E+00  0.36138621E-43 -0.17418630E+03
  0.56500000E+00  0.36165873E-43 -0.17587536E+03
  0.57000000E+00  0.36269772E-43 -0.17756863E+03
  0.57500000E+00  0.36999783E-43 -0.17926618E+03
  0.58000000E+00  0.42747810E-43 -0.18096808E+03
  0.58500000E+00  0.87900220E-43 -0.18267441E+03
  0.59000000E+00  0.43616491E-42 -0.18438524E+03
  0.59500000E+00  0.30683749E-41 -0.18610067E+03
  0.60000000E+00  0.22557402E-40 -0.18782076E+03
  0.60500000E+00  0.16390581E-39 -0.18954561E+03
  0.61000000E+00  0.11680787E-38 -0.19127529E+03
  0.61500000E+00  0.81557217E-38 -0.19300990E+03
  0.62000000E+00  0.55781995E-37 -0.19474952E+03
  0.62500000E+00  0.37372268E-36 -0.19649426E+03
  0.63000000E+00  0.24525590E-35 -0.19824419E+03
  0.63500000E+00  0.15765116E-34 -0.19999942E+03
  0.64000000E+00  0.99260668E-34 -0.20176005E+03
  0.64500000E+00  0.61214690E-33 -0.20352618E+03
  0.65000000E+00  0.36976878E-32 -0.20529791E+03
  0.65500000E+00  0.21877631E-31 -0.20707536E+03
  0.66000000E+00  0.12678470E-30 -0.20885862E+03
  0.66500000E+00  0.71966862E-30 -0.21064782E+03
  0.67000000E+00  0.40013067E-29 -0.21244308E+03
  0.67500000E+00  0.21791170E-28 -0.21424450E+03
  0.68000000E+00  0.11624546E-27 -0.21605222E+03
  0.68500000E+00  0.60743056E-27 -0.21786637E+03
  0.69000000E+00  0.31092225E-26 -0.21968707E+03
  0.69500000E+00  0.15590187E-25 -0.22151445E+03
  0.70000000E+00  0.76578186E-25 -0.22334867E+03
  0.70500000E+00  0.36848718E-24 -0.22518987E+03
  0.71000000E+00  0.17370465E-23 -0.22703818E+03
