  0.00000000E+00  0.11780317E-01  0.18421834E-59
  0.50000000E-02  0.11780180E-01 -0.45330040E-46
  0.10000000E-01  0.11779769E-01 -0.90660222E-46
  0.15000000E-01  0.11779084E-01 -0.13599069E-45
  0.20000000E-01  0.11778125E-01 -0.18132158E-45
  0.25000000E-01  0.11776891E-01 -0.22665305E-45
  0.30000000E-01  0.11775381E-01 -0.27198522E-45
  0.35000000E-01  0.11773596E-01 -0.31731826E-45
  0.40000000E-01  0.11771535E-01 -0.36265228E-45
  0.45000000E-01  0.11769197E-01 -0.40798745E-45
  0.50000000E-01  0.11766580E-01 -0.45332390E-45
  0.55000000E-01  0.11763685E-01 -0.49866178E-45
  0.60000000E-01  0.11760509E-01 -0.54400122E-45
  0.65000000E-01  0.11757053E-01 -0.58934237E-45
  0.70000000E-01  0.11753313E-01 -0.63468538E-45
  0.75000000E-01  0.11749290E-01 -0.68003037E-45
  0.80000000E-01  0.11744982E-01 -0.72537751E-45
  0.85000000E-01  0.11740386E-01 -0.77072692E-45
  0.90000000E-01  0.11735502E-01 -0.81607876E-45
  0.95000000E-01  0.11730327E-01 -0.86143316E-45
  0.10000000E+00  0.11724860E-01 -0.90679027E-45
  0.10500000E+00  0.11719099E-01 -0.95215022E-45
  0.11000000E+00  0.11713040E-01 -0.99751317E-45
  0.11500000E+00  0.11706683E-01 -0.10428793E-44
  0.12000000E+00  0.11700024E-01 -0.10882486E-44
  0.12500000E+00  0.11693062E-01 -0.11336214E-44
  0.13000000E+00  0.11685793E-01 -0.11789977E-44
  0.13500000E+00  0.11678214E-01 -0.12243778E-44
  0.14000000E+00  0.11670324E-01 -0.12697617E-44
  0.14500000E+00  0.11662118E-01 -0.13151496E-44
  0.15000000E+00  0.11653594E-01 -0.13605416E-44
  0.15500000E+00  0.11644749E-01 -0.14059379E-44
  0.16000000E+00  0.11635579E-01 -0.14513386E-44
  0.16500000E+00  0.11626080E-01 -0.14967438E-44
  0.17000000E+00  0.11616249E-01 -0.15421538E-44
  0.17500000E+00  0.11606082E-01 -0.15875686E-44
  0.18000000E+00  0.11595575E-01 -0.16329884E-44
  0.18500000E+00  0.11584724E-01 -0.16784134E-44
  0.19000000E+00  0.11573525E-01 -0.17238436E-44
  0.19500000E+00  0.11561974E-01 -0.17692792E-44
  0.20000000E+00  0.11550065E-01 -0.18147204E-44
  0.20500000E+00  0.11537794E-01 -0.18601672E-44
  0.21000000E+00  0.11525157E-01 -0.19056200E-44
  0.21500000E+00  0.11512148E-01 -0.19510787E-44
  0.22000000E+00  0.11498762E-01 -0.19965435E-44
  0.22500000E+00  0.11484994E-01 -0.20420146E-44
  0.23000000E+00  0.11470838E-01 -0.20874922E-44
  0.23500000E+00  0.11456288E-01 -0.21329762E-44
  0.24000000E+00  0.11441339E-01 -0.21784670E-44
  0.24500000E+00  0.11425985E-01 -0.22239646E-44
  0.25000000E+00  0.11410219E-01 -0.22694693E-44
  0.25500000E+00  0.11394034E-01 -0.23149810E-44
  0.26000000E+00  0.11377425E-01 -0.23605000E-44
  0.26500000E+00  0.11360384E-01 -0.24060264E-44
  0.27000000E+00  0.11342904E-01 -0.24515604E-44
  0.27500000E+00  0.11324977E-01 -0.24971021E-44
  0.28000000E+00  0.11306597E-01 -0.25426516E-44
  0.28500000E+00  0.11287756E-01 -0.25882091E-44
  0.29000000E+00  0.11268445E-01 -0.26337747E-44
  0.29500000E+00  0.11248657E-01 -0.26793486E-44
  0.30000000E+00  0.11228382E-01 -0.27249309E-44
  0.30500000E+00  0.11207613E-01 -0.27705218E-44
  0.31000000E+00  0.11186340E-01 -0.28161214E-44
  0.31500000E+00  0.11164553E-01 -0.28617298E-44
  0.32000000E+00  0.11142244E-01 -0.29073472E-44
  0.32500000E+00  0.11119403E-01 -0.29529737E-44
  0.33000000E+00  0.11096019E-01 -0.29986095E-44
  0.33500000E+00  0.11072083E-01 -0.30442547E-44
  0.34000000E+00  0.11047582E-01 -0.30899095E-44
  0.34500000E+00  0.11022507E-01 -0.31355739E-44
  0.35000000E+00  0.10996846E-01 -0.31812482E-44
  0.35500000E+00  0.10970587E-01 -0.32269325E-44
  0.36000000E+00  0.10943719E-01 -0.32726270E-44
  0.36500000E+00  0.10916229E-01 -0.33183317E-44
  0.37000000E+00  0.10888103E-01 -0.33640468E-44
  0.37500000E+00  0.10859330E-01 -0.34097724E-44
  0.38000000E+00  0.10829895E-01 -0.34555088E-44
  0.38500000E+00  0.10799785E-01 -0.35012560E-44
  0.39000000E+00  0.10768985E-01 -0.35470142E-44
  0.39500000E+00  0.10737480E-01 -0.35927836E-44
  0.40000000E+00  0.10705256E-01 -0.36385642E-44
  0.40500000E+00  0.10672296E-01 -0.36843562E-44
  0.41000000E+00  0.10638585E-01 -0.37301598E-44
  0.41500000E+00  0.10604105E-01 -0.37759751E-44
  0.42000000E+00  0.10568841E-01 -0.38218022E-44
  0.42500000E+00  0.10532773E-01 -0.38676414E-44
  0.43000000E+00  0.10495884E-01 -0.39134926E-44
  0.43500000E+00  0.10458155E-01 -0.39593562E-44
  0.44000000E+00  0.10419567E-01 -0.40052321E-44
  0.44500000E+00  0.10380099E-01 -0.40511207E-44
  0.45000000E+00  0.10339732E-01 -0.40970219E-44
  0.45500000E+00  0.10298444E-01 -0.41429360E-44
  0.46000000E+00  0.10256214E-01 -0.41888631E-44
  0.46500000E+00  0.10213018E-01 -0.42348033E-44
  0.47000000E+00  0.10168834E-01 -0.42807568E-44
  0.47500000E+00  0.10123637E-01 -0.43267237E-44
  0.48000000E+00  0.10077403E-01 -0.43727042E-44
  0.48500000E+00  0.10030107E-01 -0.44186984E-44
  0.49000000E+00  0.99817223E-02 -0.44647065E-44
  0.49500000E+00  0.99322213E-02 -0.45107285E-44
  0.50000000E+00  0.98815762E-02 -0.45567647E-44
  0.50500000E+00  0.98297582E-02 -0.46028152E-44
  0.51000000E+00  0.97767373E-02 -0.46488802E-44
  0.51500000E+00  0.97224828E-02 -0.46949596E-44
  0.52000000E+00  0.96669627E-02 -0.47410539E-44
  0.52500000E+00  0.96101440E-02 -0.47871629E-44
  0.53000000E+00  0.95519929E-02 -0.48332870E-44
  0.53500000E+00  0.94924741E-02 -0.48794263E-44
  0.54000000E+00  0.94315513E-02 -0.49255808E-44
  0.54500000E+00  0.93691869E-02 -0.49717506E-44
  0.55000000E+00  0.93053420E-02 -0.50179352E-44
  0.55500000E+00  0.92399765E-02 -0.50641277E-44
  0.56000000E+00  0.91730487E-02 -0.51102707E-44
  0.56500000E+00  0.91045158E-02 -0.51558889E-44
  0.57000000E+00  0.90343331E-02 -0.51971460E-44
  0.57500000E+00  0.89624545E-02 -0.52037426E-44
  0.58000000E+00  0.88888324E-02 -0.49414774E-44
  0.58500000E+00  0.88134173E-02 -0.26388162E-44
  0.59000000E+00  0.87361580E-02  0.14817158E-43
  0.59500000E+00  0.86570016E-02  0.14240276E-42
  0.60000000E+00  0.85758930E-02  0.10532090E-41
  0.60500000E+00  0.84927753E-02  0.74143657E-41
  0.61000000E+00  0.84075894E-02  0.50886341E-40
  0.61500000E+00  0.83202739E-02  0.34158015E-39
  0.62000000E+00  0.82307655E-02  0.22434998E-38
  0.62500000E+00  0.81389980E-02  0.14418040E-37
  0.63000000E+00  0.80449031E-02  0.90659225E-37
  0.63500000E+00  0.79484097E-02  0.55772171E-36
  0.64000000E+00  0.78494438E-02  0.33565690E-35
  0.64500000E+00  0.77479289E-02  0.19761411E-34
  0.65000000E+00  0.76437852E-02  0.11380361E-33
  0.65500000E+00  0.75369299E-02  0.64103387E-33
  0.66000000E+00  0.74272768E-02  0.35315411E-32
  0.66500000E+00  0.73147363E-02  0.19027348E-31
  0.67000000E+00  0.71992152E-02  0.10025294E-30
  0.67500000E+00  0.70806164E-02  0.51653259E-30
  0.68000000E+00  0.69588388E-02  0.26023240E-29
  0.68500000E+00  0.68337772E-02  0.12819622E-28
  0.69000000E+00  0.67053220E-02  0.61749696E-28
  0.69500000E+00  0.65733587E-02  0.29083502E-27
  0.70000000E+00  0.64377682E-02  0.13394666E-26
  0.70500000E+00  0.62984262E-02  0.60329533E-26
  0.71000000E+00  0.61552028E-02  0.26576881E-25
  0.71500000E+00  0.60079627E-02  0.11453709E-24
  0.72000000E+00  0.58565643E-02  0.48304091E-24
